Date,exalus,exbzus,excaus,exchus,exdnus,exhkus,exinus,exjpus,exkous,exmaus,exmxus,exnzus,exnous,exsius,exsfus,exslus,exsdus,exszus,extaus,exthus,exukus,exvzus,exeuus
Mar-02,1.9026,2.345,1.5877,8.2773,8.4795,7.7997,48.77,131.06,1322.9,3.8,9.064,2.3079,8.8072,1.8295,11.4863,94.903,10.3324,1.6743,35.02,43.415,0.7027,0.92,1.1408
Apr-02,1.8685,2.3227,1.5815,8.2772,8.3942,7.8,48.94,130.77,1318.09,3.8,9.165,2.2584,8.6102,1.8285,11.0832,96.03,10.307,1.6542,34.917,43.442,0.693,0.87,1.1287
May-02,1.8188,2.4753,1.5502,8.277,8.1098,7.7994,49.02,126.38,1262.2,3.8,9.51,2.1692,8.205,1.8004,10.1615,96.318,10.0642,1.5889,34.454,42.817,0.685,0.99,1.0905
Jun-02,1.7599,2.7144,1.5318,8.2767,7.7775,7.8,48.98,123.29,1219.7,3.8,9.767,2.0467,7.7533,1.7831,10.1841,96.408,9.5376,1.5399,33.889,42.16,0.674,1.21,1.0459
Jul-02,1.8057,2.9414,1.5456,8.2768,7.4807,7.8,48.79,117.9,1179.99,3.8,9.779,2.0794,7.4694,1.7524,10.1032,96.266,9.3474,1.4718,33.272,41.257,0.6425,1.32,1.0065
Aug-02,1.8474,3.1082,1.5694,8.2767,7.5948,7.8,48.62,118.99,1197.51,3.8,9.839,2.1575,7.6042,1.7553,10.5878,96.281,9.461,1.4972,33.884,42.193,0.6507,1.38,1.0224
Sep-02,1.8298,3.3548,1.5761,8.277,7.5752,7.7999,48.46,121.08,1211.61,3.8,10.071,2.1268,7.5018,1.7682,10.5967,96.207,9.34,1.4931,34.573,42.893,0.6425,1.46,1.0198
Oct-02,1.8175,3.7966,1.578,8.2772,7.5732,7.7995,48.39,123.91,1240.19,3.8,10.094,2.0756,7.4873,1.7843,10.3058,96.402,9.2846,1.4932,34.947,43.641,0.6421,1.44,1.0192
Nov-02,1.7816,3.5924,1.5715,8.2772,7.4201,7.7994,48.29,121.61,1210.2,3.8,10.195,2.0109,7.3157,1.7653,9.6509,96.426,9.0652,1.4658,34.673,43.353,0.6365,1.36,0.9987
Dec-02,1.7781,3.6268,1.5592,8.2777,7.2874,7.7988,48.15,121.89,1206.61,3.8,10.225,1.9577,7.1557,1.7532,8.9479,96.705,8.9303,1.4388,34.799,43.318,0.6304,1.33,0.981
Jan-03,1.7156,3.4375,1.5414,8.2775,6.998,7.7994,47.96,118.81,1176.45,3.8,10.622,1.8525,6.9138,1.7363,8.6949,96.813,8.6368,1.3765,34.571,42.773,0.6182,1.71,0.9414
Feb-03,1.679,3.5955,1.5121,8.278,6.892,7.7995,47.75,119.34,1190.37,3.8,10.945,1.8054,7.0004,1.7451,8.2858,96.88,8.4837,1.3602,34.734,42.897,0.6219,1.65,0.9272
Mar-03,1.6625,3.4567,1.4761,8.2773,6.8807,7.7991,47.68,118.69,1237.2,3.8,10.905,1.806,7.276,1.7551,8.0506,96.943,8.544,1.3614,34.722,42.783,0.6319,1.6,0.9262
Apr-03,1.6393,3.109,1.4582,8.2772,6.8381,7.7996,47.39,119.9,1231.1,3.8,10.589,1.8123,7.2032,1.7771,7.6634,97.004,8.4314,1.3783,34.824,42.929,0.6354,1.6,0.9206
May-03,1.5461,2.9517,1.384,8.2769,6.4268,7.7991,47.11,117.37,1201.23,3.8,10.253,1.7373,6.8145,1.7357,7.6604,97.231,7.9213,1.3111,34.697,42.217,0.6164,1.6,0.8654
Jun-03,1.5033,2.8887,1.3525,8.2771,6.362,7.7988,46.7,118.33,1194.14,3.8,10.503,1.7197,7.0093,1.7351,7.8588,97.236,7.8116,1.3196,34.633,41.675,0.6021,1.6,0.8566
Jul-03,1.5135,2.8833,1.3821,8.2773,6.5425,7.7992,46.22,118.7,1181.16,3.8,10.458,1.7053,7.2924,1.7551,7.5458,97.153,8.0929,1.3611,34.397,41.808,0.6165,1.6,0.8799
Aug-03,1.5342,3.0053,1.3963,8.277,6.6653,7.7993,45.96,118.66,1178.6,3.8,10.783,1.7156,7.4096,1.7533,7.3945,96.975,8.2821,1.3811,34.318,41.656,0.6274,1.6,0.8965
Sep-03,1.5072,2.9204,1.3634,8.2772,6.5953,7.785,45.85,114.8,1165.4,3.8,10.923,1.7114,7.2782,1.7466,7.306,95.284,8.0426,1.3743,33.995,40.483,0.619,1.6,0.8875
Oct-03,1.4393,2.8628,1.3221,8.2768,6.3449,7.7427,45.4,109.5,1169.34,3.8,11.18,1.6611,7.0331,1.7345,6.9644,94.56,7.6957,1.3222,33.875,39.761,0.5955,1.6,0.8537
Nov-03,1.397,2.915,1.313,8.2769,6.3526,7.7637,45.55,109.18,1186.39,3.8,11.149,1.5911,7.0054,1.7282,6.7205,96.011,7.6799,1.3318,34.036,39.935,0.5918,1.6,0.854
Dec-03,1.353,2.9255,1.3128,8.277,6.0537,7.7645,45.57,107.74,1192.34,3.8,11.252,1.5454,6.7128,1.7107,6.5374,96.413,7.3395,1.2643,34.056,39.745,0.5709,1.6,0.8131
Jan-04,1.2958,2.8533,1.2958,8.277,5.8952,7.7663,45.46,106.27,1183.35,3.8,10.92,1.4841,6.8117,1.6965,6.9398,98.009,7.2334,1.2391,33.669,39.124,0.5478,1.6,0.7913
Feb-04,1.287,2.9342,1.3299,8.2771,5.8956,7.7748,45.27,106.71,1167.53,3.8,11.032,1.4459,6.9508,1.6869,6.7542,98.507,7.263,1.2448,33.214,39.116,0.5355,1.82,0.7911
Mar-04,1.334,2.9067,1.3286,8.2771,6.0757,7.793,44.97,108.52,1166.29,3.8,11.019,1.5135,6.9598,1.6996,6.614,97.522,7.5322,1.2778,33.252,39.47,0.5476,1.92,0.8156
Apr-04,1.3435,2.9079,1.342,8.2769,6.2104,7.797,43.89,107.66,1152.86,3.8,11.27,1.5588,6.9263,1.6849,6.5747,98.132,7.6496,1.2969,32.971,39.453,0.5546,1.92,0.8341
May-04,1.4207,3.1023,1.3789,8.2771,6.2021,7.7971,45.18,112.2,1177.88,3.8,11.52,1.6258,6.8428,1.7124,6.7996,98.929,7.6097,1.2839,33.444,40.56,0.5599,1.92,0.8333
Jun-04,1.4415,3.1293,1.3578,8.2767,6.122,7.798,45.5,109.43,1159.02,3.8,11.393,1.5913,6.8279,1.7136,6.4216,100.93,7.5323,1.2503,33.568,40.827,0.5471,1.92,0.8233
Jul-04,1.3965,3.0384,1.3225,8.2767,6.0631,7.8,46.06,109.49,1158.7,3.8,11.468,1.5463,6.9126,1.7121,6.135,102.998,7.5027,1.2452,33.806,40.982,0.5424,1.92,0.8153
Aug-04,1.4063,3.0018,1.3127,8.2768,6.1007,7.7997,46.32,110.23,1158.03,3.8,11.395,1.5242,6.8369,1.7145,6.4667,103.436,7.5362,1.2623,34.023,41.521,0.5494,1.92,0.8203
Sep-04,1.4229,2.8914,1.2881,8.2767,6.0866,7.7995,46.05,110.09,1148.72,3.8,11.487,1.5165,6.8416,1.6948,6.5349,103.326,7.4356,1.2629,33.893,41.474,0.5575,1.92,0.8181
Oct-04,1.363,2.852,1.2469,8.2765,5.9486,7.7889,45.74,108.78,1141.57,3.8,11.404,1.4607,6.5809,1.6767,6.3815,103.885,7.2453,1.233,33.775,41.294,0.5532,1.92,0.7996
Nov-04,1.298,2.7877,1.1968,8.2765,5.7178,7.7755,45.03,104.7,1086.44,3.8,11.371,1.4267,6.27,1.6505,6.0305,104.632,6.9257,1.1711,32.777,40.282,0.5374,1.92,0.7694
Dec-04,1.3029,2.715,1.2189,8.2765,5.5449,7.776,43.85,103.81,1050.37,3.8,11.201,1.3988,6.1355,1.6402,5.7235,104.748,6.6969,1.1465,32.17,39.184,0.5185,1.92,0.7459
Jan-05,1.3041,2.6895,1.2248,8.2765,5.6699,7.7948,43.62,103.34,1037.98,3.8,11.263,1.4154,6.2672,1.6377,5.9587,98.929,6.8991,1.1792,31.847,38.739,0.532,1.92,0.762
Feb-05,1.2801,2.5971,1.2401,8.2765,5.7195,7.7994,43.58,104.94,1023.11,3.8,11.137,1.3976,6.396,1.6381,6.0001,99.273,6.98,1.1918,31.498,38.446,0.5299,1.92,0.7685
Mar-05,1.2742,2.7061,1.216,8.2765,5.6488,7.7994,43.59,105.25,1007.78,3.8,11.155,1.3699,6.2116,1.6308,6.0328,99.39,6.8954,1.1756,31.106,38.594,0.5251,2.12,0.7584
Apr-05,1.2923,2.576,1.2359,8.2765,5.7554,7.7984,43.64,107.19,1010.07,3.8,11.112,1.3872,6.3147,1.6511,6.1469,99.671,7.0814,1.1954,31.48,39.521,0.5274,2.14,0.7726
May-05,1.305,2.4554,1.2555,8.2765,5.8628,7.7914,43.41,106.6,1001.84,3.8,10.976,1.3906,6.3656,1.6507,6.3267,99.791,7.2382,1.2172,31.265,39.801,0.5388,2.14,0.7876
Jun-05,1.3043,2.4148,1.2402,8.2765,6.1247,7.7755,43.52,108.75,1012.46,3.8,10.82,1.4118,6.4936,1.6723,6.7396,99.946,7.6229,1.2665,31.347,40.917,0.5501,2.14,0.8227
Jul-05,1.3291,2.3702,1.2229,8.2264,6.1943,7.7751,43.43,111.95,1036.56,3.7872,10.672,1.473,6.5783,1.6815,6.6966,100.283,7.8263,1.2945,31.886,41.7,0.5712,2.14,0.8305
Aug-05,1.3134,2.3609,1.2043,8.1017,6.0665,7.7709,43.55,110.61,1021.68,3.7589,10.686,1.4376,6.4367,1.6623,6.4599,100.738,7.5951,1.2629,32.076,41.132,0.5573,2.14,0.8133
Sep-05,1.307,2.2949,1.1777,8.0919,6.0973,7.7618,43.85,111.24,1029.84,3.7689,10.786,1.4312,6.383,1.682,6.3661,101.332,7.63,1.2671,32.925,41.041,0.5536,2.14,0.8174
Oct-05,1.3271,2.2536,1.1774,8.0895,6.2064,7.7559,44.76,114.87,1045.88,3.7735,10.835,1.432,6.5103,1.6915,6.5878,101.485,7.8433,1.288,33.468,40.895,0.5665,2.14,0.8318
Nov-05,1.36,2.2109,1.1815,8.084,6.3277,7.7538,45.63,118.45,1040.76,3.7782,10.672,1.4499,6.6399,1.6981,6.6554,101.8,8.1157,1.311,33.58,41.097,0.5764,2.14,0.8482
Dec-05,1.3472,2.2809,1.1615,8.0755,6.2844,7.7531,45.56,118.46,1022.38,3.778,10.627,1.4395,6.7242,1.6738,6.348,101.977,7.9518,1.3053,33.286,41.076,0.5728,2.14,0.8431
Jan-06,1.3324,2.2666,1.1572,8.0654,6.153,7.7537,44.2,115.48,981.44,3.753,10.542,1.4552,6.6287,1.631,6.076,102.016,7.6697,1.2773,32.035,39.519,0.5654,2.14,0.8247
Feb-06,1.3481,2.1587,1.1489,8.0512,6.2514,7.7593,44.23,117.86,969.84,3.7276,10.484,1.4848,6.7526,1.6286,6.1153,102.194,7.8226,1.3052,32.319,39.343,0.5721,2.14,0.8375
Mar-06,1.3763,2.1528,1.1573,8.035,6.2025,7.7591,44.34,117.28,974.71,3.704,10.749,1.5768,6.6317,1.6211,6.2436,102.648,7.8109,1.305,32.459,38.947,0.5733,2.14,0.8314
Apr-06,1.357,2.1281,1.1441,8.0143,6.0798,7.7561,44.82,117.07,952.6,3.6626,11.049,1.6077,6.3922,1.6008,6.0811,102.635,7.6005,1.283,32.288,37.952,0.5656,2.14,0.8148
May-06,1.3091,2.1697,1.11,8.0131,5.8398,7.7538,45.2,111.73,940.82,3.6091,11.091,1.5845,6.104,1.5755,6.3128,102.838,7.305,1.219,31.737,37.947,0.5351,2.14,0.7833
Jun-06,1.3515,2.2493,1.1137,8.0042,5.8897,7.7636,45.89,114.63,954.45,3.6638,11.393,1.6155,6.207,1.5912,6.9738,103.525,7.2949,1.2321,32.44,38.349,0.5424,2.14,0.7898
Jul-06,1.3284,2.1883,1.1294,7.9897,5.8826,7.7734,46.37,115.77,950.81,3.6679,10.983,1.6186,6.2617,1.5837,7.0688,103.957,7.2654,1.2376,32.617,37.969,0.5422,2.14,0.7886
Aug-06,1.3104,2.1553,1.1182,7.9722,5.8236,7.7762,46.45,115.92,960.95,3.673,10.874,1.5753,6.2423,1.5754,6.9503,103.669,7.189,1.2318,32.761,37.587,0.528,2.14,0.7806
Sep-06,1.3247,2.1679,1.1161,7.9334,5.8633,7.7825,46.01,117.21,952.29,3.6699,10.989,1.5265,6.5008,1.5803,7.4465,102.595,7.2844,1.2455,32.904,37.427,0.5308,2.14,0.786
Oct-06,1.3256,2.1458,1.1285,7.9018,5.9085,7.7849,45.36,118.61,952.64,3.6762,10.885,1.5103,6.6591,1.5775,7.63,105.718,7.3338,1.2602,33.194,37.281,0.5329,2.14,0.7926
Nov-06,1.294,2.1555,1.1359,7.8622,5.7858,7.7816,44.73,117.32,935.41,3.6413,10.913,1.4941,6.3991,1.5558,7.2455,107.72,7.0612,1.2356,32.808,36.501,0.5229,2.14,0.7759
Dec-06,1.2726,2.1476,1.1532,7.8219,5.6452,7.7733,44.48,117.32,924.98,3.5477,10.855,1.4424,6.1826,1.5401,7.0345,107.791,6.8398,1.2099,32.512,35.694,0.5095,2.14,0.7573
Jan-07,1.2778,2.1376,1.1763,7.7876,5.7364,7.8,44.21,120.45,936.76,3.5065,10.956,1.4395,6.3656,1.5373,7.1898,108.522,6.9901,1.2431,32.77,35.189,0.5105,2.14,0.7696
Feb-07,1.2771,2.0939,1.171,7.7502,5.6981,7.8114,44.02,120.5,936.9,3.4949,10.995,1.4422,6.186,1.5333,7.1755,108.684,7.02,1.2393,32.968,33.888,0.5105,2.14,0.7645
Mar-07,1.2607,2.0883,1.1682,7.7369,5.6232,7.8132,43.79,117.26,942.88,3.4894,11.114,1.4296,6.1401,1.5242,7.3525,109.294,7.0171,1.2178,33.01,32.642,0.5135,2.14,0.7549
Apr-07,1.2088,2.0302,1.135,7.7247,5.5155,7.8154,42.02,118.93,930.69,3.4364,10.98,1.3615,6.0098,1.515,7.1026,109.36,6.8371,1.2124,33.145,32.421,0.503,2.14,0.74
May-07,1.2115,1.9836,1.0951,7.6773,5.512,7.8187,40.57,120.77,927.56,3.4002,10.822,1.3635,6.022,1.5231,7.0148,110.8,6.8094,1.2211,33.278,32.818,0.504,2.14,0.7398
Jun-07,1.1872,1.9323,1.0651,7.6333,5.5463,7.8142,40.59,122.69,927.87,3.4444,10.833,1.321,5.998,1.5367,7.1515,110.966,6.9485,1.233,32.974,32.318,0.5033,2.14,0.7451
Jul-07,1.1525,1.8812,1.0502,7.5757,5.4199,7.8197,40.27,121.41,918.12,3.4397,10.815,1.2719,5.7807,1.5156,6.973,111.672,6.6933,1.2069,32.81,30.387,0.4913,2.14,0.7285
Aug-07,1.2061,1.962,1.0579,7.5734,5.4621,7.8155,40.68,116.73,934.48,3.4826,11.044,1.3776,5.8492,1.5226,7.2153,112.184,6.8429,1.2027,32.962,31.796,0.4973,2.14,0.7339
Sep-07,1.1819,1.9023,1.0267,7.521,5.3563,7.7824,40.17,115.04,928.6,3.4691,11.032,1.3912,5.6256,1.511,7.1007,113.342,6.6713,1.1852,33.01,32.057,0.4954,2.14,0.7189
Oct-07,1.1116,1.7987,0.9754,7.5019,5.2363,7.7545,39.37,115.87,914.94,3.3735,10.821,1.3153,5.4023,1.465,6.7574,112.858,6.4439,1.1741,32.547,31.525,0.489,2.14,0.7026
Nov-07,1.1159,1.7669,0.9672,7.421,5.0766,7.7774,39.33,111.07,918.81,3.3588,10.881,1.3104,5.4156,1.4466,6.7049,110.418,6.3242,1.1233,32.328,31.348,0.4831,2.14,0.6811
Dec-07,1.1469,1.7852,1.0021,7.3682,5.1235,7.7983,39.38,112.45,931.1,3.3324,10.846,1.3004,5.5,1.4487,6.8376,108.891,6.4764,1.1402,32.412,30.158,0.496,2.14,0.6869
Jan-08,1.1334,1.771,1.0099,7.2405,5.0575,7.8044,39.27,107.82,942.06,3.2653,10.906,1.292,5.3993,1.4299,6.9962,108.156,6.3978,1.1006,32.359,30.305,0.5076,2.14,0.679
Feb-08,1.0949,1.729,0.9986,7.1644,5.0507,7.7963,39.67,107.03,944.01,3.2216,10.768,1.2549,5.3851,1.4106,7.6578,107.827,6.345,1.089,31.613,31.174,0.509,2.14,0.6776
Mar-08,1.0845,1.709,1.0029,7.0722,4.8043,7.7813,40.15,100.76,981.73,3.1841,10.733,1.2494,5.1495,1.3843,7.9921,107.684,6.0613,1.0126,30.577,31.404,0.4996,2.14,0.6443
Apr-08,1.0742,1.6863,1.0137,6.9997,4.7354,7.791,39.97,102.68,986.86,3.1604,10.515,1.2663,5.0541,1.3643,7.7585,107.779,5.947,1.0138,30.356,31.558,0.5046,2.14,0.6348
May-08,1.0535,1.6585,0.9993,6.9725,4.7963,7.7988,42,104.36,1034.13,3.2127,10.438,1.2858,5.0571,1.3659,7.6076,107.771,5.9887,1.0448,30.589,32.026,0.5089,2.14,0.6429
Jun-08,1.0514,1.6179,1.0166,6.8993,4.7926,7.8073,42.76,106.92,1031.49,3.2568,10.327,1.313,5.1351,1.3679,7.9367,107.763,6.0249,1.0371,30.371,33.175,0.5085,2.14,0.6426
Jul-08,1.0395,1.59,1.013,6.8355,4.7335,7.8001,42.7,106.85,1015.05,3.2476,10.209,1.3252,5.1058,1.3591,7.6114,107.609,6.0015,1.0283,30.414,33.471,0.5028,2.14,0.6346
Aug-08,1.1344,1.6127,1.0535,6.8462,4.9894,7.8076,42.91,109.36,1046.11,3.33,10.115,1.4102,5.3331,1.4052,7.6651,107.718,6.2845,1.0841,31.221,33.82,0.5301,2.14,0.6687
Sep-08,1.2243,1.8031,1.0582,6.8307,5.202,7.7854,45.53,106.57,1134.87,3.4405,10.663,1.4839,5.6958,1.4297,8.0753,107.823,6.6816,1.1102,31.992,34.238,0.5564,2.14,0.6973
Oct-08,1.4556,2.181,1.1847,6.8358,5.6253,7.7588,48.62,99.97,1329.19,3.5222,12.659,1.6455,6.4973,1.4784,9.78,108.166,7.4435,1.1429,32.703,34.421,0.593,2.14,0.7538
Nov-08,1.5172,2.2704,1.2171,6.8281,5.8448,7.7507,48.85,96.97,1398.7,3.5843,13.119,1.7655,6.929,1.5076,10.1112,109.959,7.9612,1.191,33.103,35.035,0.6524,2.14,0.7847
Dec-08,1.4883,2.3954,1.2337,6.8539,5.5239,7.7504,48.51,91.28,1361.57,3.5483,13.417,1.7867,7.0159,1.4769,9.9227,111.446,8.0124,1.1404,33.156,35.009,0.6732,2.14,0.7401
Jan-09,1.4806,2.3079,1.2248,6.836,5.6284,7.7563,48.7,90.12,1354.4,3.5705,13.884,1.8149,6.9566,1.4913,9.9076,113.769,8.1044,1.1267,33.37,34.871,0.6915,2.14,0.7551
Feb-09,1.5375,2.323,1.2452,6.8363,5.8226,7.7534,49.25,92.92,1439.58,3.6345,14.607,1.938,6.871,1.5178,9.9773,114.103,8.5455,1.1639,34.239,35.309,0.6934,2.14,0.7814
Mar-09,1.5002,2.3161,1.2645,6.836,5.7137,7.753,51.13,97.86,1449.62,3.6726,14.647,1.8741,6.7855,1.5296,9.9536,114.284,8.5727,1.1555,34.304,35.737,0.7057,2.14,0.7663
Apr-09,1.397,2.2027,1.2242,6.8306,5.6437,7.7501,49.97,98.92,1332.13,3.6053,13.404,1.7455,6.6557,1.5028,8.9644,117.307,8.2297,1.1481,33.601,35.404,0.6797,2.14,0.7576
May-09,1.3075,2.0689,1.1528,6.8235,5.4585,7.751,48.51,96.64,1254.35,3.5218,13.19,1.6628,6.4504,1.4611,8.3741,116.672,7.7602,1.1076,32.87,34.624,0.6486,2.14,0.7328
Jun-09,1.2461,1.9586,1.1264,6.8334,5.3123,7.7505,47.67,96.61,1259.29,3.5156,13.341,1.5659,6.3915,1.4522,8.0332,114.811,7.767,1.0809,32.77,34.104,0.6109,2.14,0.7136
Jul-09,1.2424,1.9328,1.1229,6.8317,5.2837,7.75,48.36,94.37,1259.67,3.5443,13.362,1.5518,6.3566,1.4493,7.9446,114.8,7.6843,1.078,32.875,34.031,0.6106,2.14,0.7096
Aug-09,1.1972,1.8453,1.0872,6.8323,5.2174,7.7506,48.24,94.9,1239,3.5156,13.006,1.478,6.0705,1.442,7.9406,114.715,7.1562,1.0683,32.856,34.008,0.6049,2.14,0.701
Sep-09,1.1598,1.8187,1.0816,6.8277,5.1065,7.7503,48.29,91.27,1211.86,3.4899,13.406,1.4192,5.9006,1.422,7.5025,114.767,6.9941,1.0391,32.533,33.788,0.6126,2.14,0.6861
Oct-09,1.1029,1.7378,1.0547,6.8267,5.022,7.7497,46.65,90.37,1173.74,3.4016,13.228,1.3539,5.6428,1.3974,7.4871,114.784,6.955,1.0213,32.291,33.39,0.6168,2.14,0.6747
Nov-09,1.0873,1.7268,1.0593,6.8271,4.9914,7.7497,46.53,89.27,1162.84,3.3886,13.112,1.3697,5.643,1.3888,7.5096,114.485,6.9267,1.0131,32.319,33.262,0.6024,2.14,0.6708
Dec-09,1.1085,1.7508,1.0537,6.8275,5.106,7.7526,46.53,89.95,1163.31,3.4099,12.862,1.3949,5.7708,1.3962,7.4848,114.284,7.1384,1.0301,32.246,33.205,0.6163,2.14,0.6859
Jan-10,1.0957,1.7817,1.0438,6.8269,5.2177,7.7624,45.89,91.1,1138.19,3.375,12.81,1.3768,5.7402,1.3965,7.4631,114.359,7.1534,1.0345,31.866,33.027,0.6189,3.61,0.701
Feb-10,1.1291,1.842,1.0572,6.8285,5.4414,7.767,46.27,90.14,1155.66,3.4139,12.94,1.4341,5.9182,1.4122,7.668,114.508,7.2683,1.0722,32.062,33.122,0.6403,4.29,0.731
Mar-10,1.0961,1.7855,1.0229,6.8262,5.4837,7.7612,45.45,90.72,1136.08,3.3205,12.567,1.4213,5.9204,1.3994,7.4057,114.104,7.163,1.0666,31.829,32.491,0.6641,4.29,0.7369
Apr-10,1.0797,1.7568,1.0052,6.8256,5.5472,7.7627,44.44,93.45,1115.46,3.2044,12.24,1.4041,5.9169,1.3817,7.3444,113.829,7.2026,1.069,31.477,32.269,0.6522,4.29,0.7453
May-10,1.1477,1.8142,1.0403,6.8275,5.9253,7.7856,45.77,91.97,1164.84,3.2509,12.726,1.4318,6.2872,1.394,7.6515,113.703,7.7042,1.1295,31.835,32.365,0.6817,4.29,0.796
Jun-10,1.1711,1.8042,1.0376,6.8184,6.0873,7.788,46.5,90.81,1214.11,3.2633,12.71,1.4438,6.4728,1.3976,7.6356,113.561,7.8261,1.1255,32.199,32.446,0.6771,4.29,0.8181
Jul-10,1.1382,1.7689,1.0422,6.7762,5.8179,7.7753,46.76,87.5,1203.81,3.2035,12.804,1.3996,6.2633,1.3756,7.5212,112.957,7.4066,1.053,32.094,32.29,0.6534,4.29,0.7806
Aug-10,1.1106,1.7589,1.0404,6.7873,5.7745,7.7702,46.46,85.37,1179.52,3.1516,12.766,1.3986,6.1481,1.3551,7.2877,112.397,7.3015,1.0388,31.87,31.717,0.6385,4.29,0.775
Sep-10,1.0641,1.718,1.033,6.7396,5.6867,7.7643,45.87,84.36,1159.93,3.1032,12.798,1.3721,6.0431,1.3333,7.11,112.303,7.0397,1.0002,31.641,30.777,0.6414,4.29,0.7632
Oct-10,1.0185,1.6837,1.0179,6.6678,5.3638,7.758,44.35,81.73,1121.94,3.0989,12.439,1.3298,5.8322,1.3026,6.9087,111.667,6.677,0.9686,30.813,29.921,0.6302,4.29,0.7194
Nov-10,1.0112,1.7131,1.0129,6.6538,5.4617,7.7546,44.93,82.52,1129.62,3.1132,12.338,1.2948,5.9645,1.2987,6.9749,111.516,6.8201,0.9847,30.318,29.869,0.6265,4.29,0.7324
Dec-10,1.0072,1.6955,1.0081,6.6497,5.6366,7.7736,45.1,83.34,1145.48,3.1283,12.39,1.3314,5.9833,1.3063,6.8237,111.008,6.8524,0.9689,29.901,30.086,0.6412,4.29,0.7564
